,supplier,buyer,supplier_nace,buyer_nace
1157,6053,32566,72,84
1158,6196,32566,41,84
1159,6292,32566,40,84
1160,6348,32566,8,84
1161,6412,32566,21,84
1162,6562,32566,23,84
1163,6632,32566,18,84
1164,6892,32566,39,84
1165,6924,32566,84,84
1166,7131,32566,68,84
1167,7161,32566,47,84
1168,7404,32566,42,84
1169,7451,32566,9,84
1170,7980,32566,39,84
1171,8228,32566,41,84
1172,8315,32566,46,84
1173,8409,32566,38,84
1174,8575,32566,8,84
1175,8577,32566,32,84
1176,8578,32566,47,84
1177,8791,32566,62,84
1178,8869,32566,46,84
1179,9015,32566,32,84
1180,9126,32566,42,84
1181,9127,32566,18,84
1182,9178,32566,40,84
1183,9179,32566,41,84
1184,9378,32566,39,84
1185,9703,32566,42,84
1186,9802,32566,42,84
1187,9877,32566,8,84
1188,9928,32566,84,84
1189,9966,32566,26,84
1190,9967,32566,20,84
1191,10087,32566,54,84
1192,10189,32566,43,84
1193,10343,32566,35,84
1194,10481,32566,70,84
1195,10502,32566,61,84
1196,10523,32566,21,84
1197,10524,32566,35,84
1198,10598,32566,41,84
1199,10709,32566,84,84
1200,11482,32566,50,84
1201,11676,32566,61,84
1202,11798,32566,51,84
1203,11809,32566,42,84
1204,11856,32566,60,84
1205,11857,32566,46,84
1206,11948,32566,42,84
1207,12001,32566,18,84
1208,12044,32566,62,84
1209,12085,32566,8,84
1210,12134,32566,53,84
1211,12197,32566,54,84
1212,12317,32566,84,84
1213,12365,32566,41,84
1214,12458,32566,41,84
1215,12514,32566,84,84
1216,12963,32566,56,84
1217,12974,32566,60,84
1218,13168,32566,70,84
1219,13169,32566,43,84
1220,13200,32566,8,84
1221,13336,32566,62,84
1222,13461,32566,60,84
1223,13510,32566,72,84
1224,13524,32566,33,84
1225,13703,32566,41,84
1226,13715,32566,8,84
1227,13761,32566,46,84
1228,13787,32566,8,84
1229,13937,32566,62,84
1230,14008,32566,41,84
1231,14299,32566,59,84
1232,14512,32566,41,84
1233,14746,32566,84,84
1234,14789,32566,49,84
1235,15064,32566,26,84
1236,15072,32566,40,84
1237,15141,32566,41,84
1238,15385,32566,40,84
1239,15857,32566,41,84
1240,16073,32566,59,84
1241,16084,32566,41,84
1242,16243,32566,32,84
1243,16301,32566,40,84
1244,16840,32566,84,84
1245,16921,32566,84,84
1246,17003,32566,23,84
1247,17069,32566,60,84
1248,17087,32566,35,84
1249,17117,32566,39,84
1250,17215,32566,26,84
1251,17502,32566,37,84
1252,17531,32566,41,84
1253,17568,32566,59,84
1254,17856,32566,84,84
1255,18223,32566,0,84
1256,18234,32566,18,84
1257,18267,32566,40,84
1258,18488,32566,51,84
1259,18674,32566,0,84
1260,18812,32566,41,84
1261,18822,32566,84,84
1262,18929,32566,72,84
1263,19334,32566,27,84
1264,19360,32566,0,84
1265,19600,32566,59,84
1266,19689,32566,71,84
1267,19770,32566,41,84
1268,19782,32566,71,84
1269,20030,32566,42,84
1270,20276,32566,59,84
1271,20567,32566,24,84
1272,20625,32566,32,84
1273,20629,32566,32,84
1274,20672,32566,35,84
1275,20696,32566,27,84
1276,20960,32566,41,84
1277,21041,32566,26,84
1278,21068,32566,32,84
1279,21107,32566,55,84
1280,21187,32566,60,84
1281,21292,32566,55,84
1282,21402,32566,16,84
1283,21471,32566,21,84
1284,21760,32566,40,84
1285,21892,32566,40,84
1286,21953,32566,42,84
1287,22016,32566,32,84
1288,22105,32566,84,84
1289,22107,32566,21,84
1290,22259,32566,43,84
1291,22395,32566,32,84
1292,22491,32566,61,84
1293,22659,32566,40,84
1294,23019,32566,70,84
1295,23226,32566,15,84
1296,23376,32566,72,84
1297,23572,32566,9,84
1298,23715,32566,49,84
1299,23756,32566,84,84
1300,23923,32566,46,84
1301,23972,32566,41,84
1302,24069,32566,41,84
1303,24093,32566,41,84
1304,24392,32566,37,84
1305,24499,32566,65,84
1306,24598,32566,41,84
1307,24945,32566,64,84
1308,25000,32566,18,84
1309,25019,32566,40,84
1310,25156,32566,40,84
1311,25249,32566,64,84
1312,25350,32566,32,84
1313,25464,32566,27,84
1314,25659,32566,37,84
1315,25705,32566,54,84
1316,25858,32566,18,84
1317,26101,32566,83,84
1318,26270,32566,40,84
1319,26486,32566,41,84
1320,26506,32566,41,84
1321,26638,32566,43,84
1322,27046,32566,39,84
1323,27186,32566,23,84
1324,27297,32566,84,84
1325,27535,32566,46,84
1326,27721,32566,41,84
1327,27953,32566,37,84
1328,28157,32566,59,84
1329,28253,32566,84,84
1330,28359,32566,64,84
1331,28428,32566,46,84
1332,28461,32566,1,84
1333,28482,32566,25,84
1334,28486,32566,70,84
1335,28624,32566,64,84
1336,28857,32566,38,84
1337,28864,32566,67,84
1338,29045,32566,72,84
1339,29205,32566,41,84
1340,29403,32566,70,84
1341,29477,32566,41,84
1342,29478,32566,41,84
1343,29482,32566,20,84
1344,29648,32566,0,84
1345,29730,32566,40,84
1346,29841,32566,61,84
1347,29942,32566,8,84
1348,29999,32566,40,84
1349,30067,32566,41,84
1350,30596,32566,41,84
1351,30624,32566,35,84
1352,30756,32566,41,84
1353,30774,32566,41,84
1354,30867,32566,46,84
1355,31008,32566,42,84
1356,31164,32566,54,84
1357,31434,32566,61,84
1358,31677,32566,41,84
1359,31809,32566,59,84
1360,31962,32566,41,84
1361,32036,32566,53,84
1362,32341,32566,84,84
1363,32569,32566,84,84
1364,32615,32566,84,84
1365,32626,32566,84,84
1366,32654,32566,84,84
1367,32689,32566,84,84
1368,32857,32566,84,84
1369,33079,32566,84,84
1370,33225,32566,84,84
1371,33469,32566,84,84
1372,74,26730,51,43
1373,75,31315,39,42
1374,491,31315,59,42
1375,2124,31315,70,42
1376,3125,31315,41,42
1377,4253,31315,32,42
1378,5317,31315,41,42
1379,5443,31315,41,42
1380,5498,31315,54,42
1381,6348,31315,8,42
1382,7581,31315,32,42
1383,8577,31315,32,42
1384,12137,31315,29,42
1385,15417,31315,47,42
1386,16243,31315,32,42
1387,18189,31315,40,42
1388,23701,31315,8,42
1389,27803,31315,41,42
1390,29478,31315,41,42
1391,31662,31315,8,42
1392,76,26673,40,20
1393,13674,26673,62,20
1394,13787,26673,8,20
1395,17534,26673,26,20
1396,22258,26673,41,20
1397,77,27818,35,54
1398,78,28334,59,42
1399,140,28334,42,42
1400,209,28334,62,42
1401,233,28334,59,42
1402,267,28334,84,42
1403,344,28334,32,42
1404,654,28334,40,42
1405,703,28334,31,42
1406,830,28334,41,42
1407,866,28334,40,42
1408,942,28334,29,42
1409,1250,28334,42,42
1410,1754,28334,84,42
1411,1897,28334,0,42
1412,1931,28334,41,42
1413,1967,28334,9,42
1414,2156,28334,56,42
1415,2375,28334,32,42
1416,2691,28334,23,42
1417,2702,28334,39,42
1418,2713,28334,72,42
1419,2818,28334,32,42
1420,2870,28334,42,42
1421,2905,28334,41,42
1422,3047,28334,20,42
1423,3085,28334,8,42
1424,3123,28334,40,42
1425,3140,28334,17,42
1426,3147,28334,8,42
1427,3241,28334,54,42
1428,3347,28334,41,42
1429,3385,28334,41,42
1430,3405,28334,32,42
1431,3656,28334,35,42
1432,3921,28334,59,42
1433,3953,28334,51,42
1434,4042,28334,8,42
1435,4311,28334,40,42
1436,4723,28334,23,42
1437,4731,28334,46,42
1438,5119,28334,15,42
1439,5140,28334,84,42
1440,5227,28334,41,42
1441,5380,28334,26,42
1442,5426,28334,51,42
1443,5431,28334,41,42
1444,5605,28334,16,42
1445,5833,28334,0,42
1446,5912,28334,38,42
1447,6045,28334,71,42
1448,6264,28334,21,42
1449,6275,28334,41,42
1450,6286,28334,41,42
1451,6314,28334,41,42
1452,6340,28334,32,42
1453,6348,28334,8,42
1454,6362,28334,46,42
1455,6476,28334,59,42
1456,6505,28334,62,42
1457,6602,28334,0,42
1458,6641,28334,61,42
1459,6774,28334,35,42
1460,6780,28334,62,42
1461,6945,28334,20,42
1462,7184,28334,61,42
1463,7395,28334,84,42
1464,7939,28334,41,42
1465,7955,28334,56,42
1466,8004,28334,62,42
1467,8294,28334,8,42
1468,8340,28334,40,42
1469,8483,28334,40,42
1470,8635,28334,23,42
1471,8675,28334,24,42
1472,8680,28334,59,42
1473,8717,28334,54,42
1474,8857,28334,40,42
1475,9015,28334,32,42
1476,9028,28334,32,42
1477,9034,28334,41,42
1478,9057,28334,40,42
1479,9178,28334,40,42
1480,9179,28334,41,42
1481,9602,28334,61,42
1482,9691,28334,63,42
1483,9744,28334,59,42
1484,9802,28334,42,42
1485,9814,28334,41,42
1486,9906,28334,70,42
1487,10161,28334,32,42
1488,10283,28334,59,42
1489,10519,28334,70,42
1490,10654,28334,70,42
1491,10834,28334,62,42
1492,11057,28334,61,42
1493,11071,28334,23,42
1494,11111,28334,84,42
1495,11203,28334,40,42
1496,11249,28334,32,42
1497,11554,28334,18,42
1498,11600,28334,41,42
1499,11637,28334,20,42
1500,11850,28334,21,42
1501,11879,28334,41,42
1502,11904,28334,8,42
1503,11955,28334,40,42
1504,11987,28334,24,42
1505,12308,28334,70,42
1506,12492,28334,41,42
1507,12494,28334,54,42
1508,12591,28334,35,42
1509,12750,28334,67,42
1510,12920,28334,23,42
1511,12938,28334,84,42
1512,12992,28334,23,42
1513,13235,28334,15,42
1514,13639,28334,66,42
1515,13738,28334,41,42
1516,13771,28334,41,42
1517,13783,28334,40,42
1518,13787,28334,8,42
1519,13905,28334,32,42
1520,13914,28334,26,42
1521,13944,28334,61,42
1522,13947,28334,64,42
1523,14004,28334,41,42
1524,14426,28334,41,42
1525,14475,28334,18,42
1526,14512,28334,41,42
1527,14801,28334,40,42
1528,14892,28334,25,42
1529,14933,28334,35,42
1530,14971,28334,27,42
1531,15050,28334,9,42
1532,15210,28334,32,42
1533,15308,28334,62,42
1534,15316,28334,42,42
1535,15435,28334,41,42
1536,15510,28334,71,42
1537,15528,28334,40,42
1538,15957,28334,8,42
1539,16243,28334,32,42
1540,16389,28334,67,42
1541,17294,28334,61,42
1542,17316,28334,38,42
1543,17330,28334,41,42
1544,17568,28334,59,42
1545,17854,28334,41,42
1546,17866,28334,84,42
1547,18202,28334,41,42
1548,18208,28334,0,42
1549,18234,28334,18,42
1550,18260,28334,41,42
1551,18640,28334,8,42
1552,18934,28334,41,42
1553,18966,28334,53,42
1554,19114,28334,39,42
1555,19229,28334,39,42
1556,19332,28334,38,42
1557,19385,28334,41,42
1558,19550,28334,35,42
1559,19567,28334,41,42
1560,19638,28334,20,42
1561,19678,28334,46,42
1562,19877,28334,84,42
1563,19892,28334,77,42
1564,20077,28334,1,42
1565,20548,28334,46,42
1566,20596,28334,64,42
1567,20639,28334,72,42
1568,20669,28334,42,42
1569,20672,28334,35,42
1570,20857,28334,46,42
1571,21038,28334,41,42
1572,21104,28334,43,42
1573,21117,28334,67,42
1574,21230,28334,61,42
1575,21385,28334,46,42
1576,21450,28334,64,42
1577,21626,28334,39,42
1578,21627,28334,59,42
1579,21860,28334,19,42
1580,21879,28334,33,42
1581,21963,28334,41,42
1582,22016,28334,32,42
1583,22110,28334,84,42
1584,22224,28334,84,42
1585,22744,28334,26,42
1586,22815,28334,46,42
1587,22868,28334,23,42
1588,22952,28334,46,42
1589,23043,28334,20,42
1590,23074,28334,51,42
1591,23468,28334,84,42
1592,23702,28334,41,42
1593,23746,28334,51,42
1594,23856,28334,32,42
1595,23942,28334,41,42
1596,23957,28334,42,42
1597,24183,28334,42,42
1598,24371,28334,24,42
1599,24560,28334,59,42
1600,24701,28334,61,42
1601,24760,28334,41,42
1602,25000,28334,18,42
1603,25010,28334,62,42
1604,25070,28334,41,42
1605,25216,28334,59,42
1606,25321,28334,77,42
1607,25333,28334,71,42
1608,25443,28334,40,42
1609,25522,28334,62,42
1610,25687,28334,43,42
1611,25743,28334,46,42
1612,25759,28334,0,42
1613,25779,28334,46,42
1614,26004,28334,38,42
1615,26041,28334,41,42
1616,26365,28334,41,42
1617,26441,28334,59,42
1618,26453,28334,54,42
1619,26796,28334,41,42
1620,27177,28334,0,42
1621,27303,28334,69,42
1622,27326,28334,46,42
1623,27583,28334,39,42
1624,27585,28334,61,42
1625,27665,28334,62,42
1626,27684,28334,51,42
1627,27691,28334,59,42
1628,27693,28334,59,42
1629,27830,28334,41,42
1630,27920,28334,39,42
1631,28054,28334,70,42
1632,28280,28334,40,42
1633,28332,28334,21,42
1634,28372,28334,23,42
1635,28398,28334,41,42
1636,28635,28334,43,42
1637,28669,28334,64,42
1638,28691,28334,8,42
1639,29025,28334,41,42
1640,29114,28334,0,42
1641,29267,28334,59,42
1642,29401,28334,41,42
1643,29477,28334,41,42
1644,29478,28334,41,42
1645,29524,28334,41,42
1646,29614,28334,70,42
1647,29709,28334,42,42
1648,29942,28334,8,42
1649,30014,28334,40,42
1650,30067,28334,41,42
1651,30104,28334,70,42
1652,30449,28334,46,42
1653,30450,28334,18,42
1654,30490,28334,72,42
1655,30754,28334,62,42
1656,30802,28334,8,42
1657,30820,28334,8,42
1658,30958,28334,16,42
1659,30964,28334,41,42
1660,30970,28334,52,42
1661,30994,28334,41,42
1662,31164,28334,54,42
1663,31273,28334,32,42
1664,31322,28334,41,42
1665,31547,28334,41,42
1666,31600,28334,41,42
1667,31645,28334,84,42
1668,31699,28334,41,42
1669,31967,28334,41,42
1670,32375,28334,84,42
1671,32389,28334,84,42
1672,32566,28334,84,42
1673,33312,28334,84,42
1674,33396,28334,84,42
1675,78,10838,59,26
1676,3140,10838,17,26
1677,4888,10838,46,26
1678,11824,10838,41,26
1679,15974,10838,0,26
1680,19337,10838,60,26
1681,80,8800,0,35
1682,1071,8800,71,35
1683,11762,8800,41,35
1684,81,8125,8,42
1685,2035,8125,32,42
1686,2374,8125,54,42
1687,2810,8125,23,42
1688,2873,8125,59,42
1689,3140,8125,17,42
1690,3375,8125,20,42
1691,4481,8125,20,42
1692,7465,8125,0,42
1693,7968,8125,16,42
1694,8565,8125,72,42
1695,9494,8125,71,42
1696,9794,8125,72,42
1697,11826,8125,41,42
1698,11890,8125,54,42
1699,12410,8125,59,42
1700,13235,8125,15,42
1701,13688,8125,62,42
1702,14166,8125,41,42
1703,14298,8125,33,42
1704,14690,8125,41,42
1705,15520,8125,43,42
1706,15543,8125,51,42
1707,16292,8125,41,42
1708,18308,8125,8,42
1709,18575,8125,43,42
1710,19208,8125,84,42
1711,19277,8125,84,42
1712,19408,8125,8,42
1713,19850,8125,72,42
1714,21280,8125,43,42
1715,22758,8125,21,42
1716,23563,8125,43,42
1717,25444,8125,59,42
1718,26187,8125,41,42
1719,26873,8125,62,42
1720,27545,8125,53,42
1721,29498,8125,41,42
1722,30447,8125,41,42
1723,32336,8125,84,42
1724,82,22109,43,24
1725,205,22109,41,24
1726,1308,22109,41,24
1727,1382,22109,54,24
1728,1907,22109,23,24
1729,1932,22109,79,24
1730,1960,22109,40,24
1731,2032,22109,29,24
1732,2302,22109,35,24
1733,2371,22109,59,24
1734,2375,22109,32,24
1735,4472,22109,59,24
1736,5236,22109,0,24
1737,5269,22109,41,24
1738,5285,22109,32,24
1739,5711,22109,53,24
1740,6320,22109,41,24
1741,6344,22109,41,24
1742,6358,22109,54,24
1743,7267,22109,21,24
1744,8578,22109,47,24
1745,8603,22109,29,24
1746,9610,22109,19,24
1747,9651,22109,84,24
1748,9794,22109,72,24
1749,9877,22109,8,24
1750,10868,22109,40,24
1751,10880,22109,41,24
1752,11126,22109,41,24
1753,12458,22109,41,24
1754,13086,22109,70,24
1755,13763,22109,14,24
1756,13787,22109,8,24
1757,14039,22109,62,24
1758,14892,22109,25,24
1759,15346,22109,8,24
1760,16337,22109,41,24
1761,16448,22109,43,24
1762,16553,22109,59,24
1763,17028,22109,21,24
1764,17201,22109,41,24
1765,17851,22109,0,24
1766,17904,22109,62,24
1767,17938,22109,71,24
1768,18057,22109,41,24
1769,18160,22109,56,24
1770,18234,22109,18,24
1771,18263,22109,24,24
1772,18488,22109,51,24
1773,18930,22109,32,24
1774,19420,22109,0,24
1775,19788,22109,1,24
1776,20548,22109,46,24
1777,20874,22109,54,24
1778,21745,22109,19,24
1779,21805,22109,35,24
1780,22088,22109,62,24
1781,22856,22109,41,24
1782,23233,22109,42,24
1783,23572,22109,9,24
1784,23942,22109,41,24
1785,23966,22109,67,24
1786,24005,22109,12,24
1787,24037,22109,8,24
1788,24556,22109,8,24
1789,25478,22109,84,24
1790,25731,22109,41,24
1791,25858,22109,18,24
1792,27193,22109,16,24
1793,27309,22109,41,24
1794,27416,22109,40,24
1795,27511,22109,46,24
1796,27585,22109,61,24
1797,28050,22109,53,24
1798,28060,22109,39,24
1799,28101,22109,72,24
1800,28196,22109,84,24
1801,28244,22109,50,24
1802,28646,22109,46,24
1803,29133,22109,41,24
1804,29478,22109,41,24
1805,29577,22109,25,24
1806,29689,22109,27,24
1807,29729,22109,47,24
1808,29795,22109,62,24
1809,30130,22109,59,24
1810,30600,22109,7,24
1811,30642,22109,84,24
1812,31172,22109,0,24
1813,31371,22109,84,24
1814,32191,22109,80,24
1815,87,29449,54,25
1816,480,29449,84,25
1817,600,29449,43,25
1818,1344,29449,26,25
1819,2047,29449,43,25
1820,3123,29449,40,25
1821,4450,29449,72,25
1822,4992,29449,62,25
1823,7667,29449,41,25
1824,8893,29449,70,25
1825,9225,29449,54,25
1826,9877,29449,8,25
1827,10505,29449,70,25
1828,11020,29449,32,25
1829,11453,29449,84,25
1830,11633,29449,26,25
1831,13252,29449,84,25
1832,13787,29449,8,25
1833,16276,29449,46,25
1834,18875,29449,37,25
1835,19071,29449,32,25
1836,20625,29449,32,25
1837,21672,29449,41,25
1838,21993,29449,81,25
1839,22016,29449,32,25
1840,22847,29449,41,25
1841,23330,29449,77,25
1842,23827,29449,18,25
1843,26041,29449,41,25
1844,27569,29449,80,25
1845,28398,29449,41,25
1846,29449,29449,25,25
1847,29756,29449,37,25
1848,30055,29449,84,25
1849,31337,29449,9,25
1850,31540,29449,59,25
1851,31840,29449,41,25
1852,31902,29449,26,25
1853,31973,29449,34,25
1854,33154,29449,84,25
1855,89,29478,23,41
1856,7360,29478,37,41
1857,7552,29478,54,41
1858,8229,29478,73,41
1859,9039,29478,32,41
1860,10443,29478,59,41
1861,11623,29478,33,41
1862,12417,29478,40,41
1863,12674,29478,41,41
1864,15720,29478,23,41
1865,18574,29478,43,41
1866,19877,29478,84,41
1867,23611,29478,59,41
1868,28241,29478,67,41
1869,30749,29478,39,41
1870,91,9158,59,80
1871,3140,9158,17,80
1872,4115,9158,20,80
1873,4701,9158,84,80
1874,5089,9158,72,80
1875,6070,9158,51,80
1876,6338,9158,42,80
1877,8985,9158,15,80
1878,9802,9158,42,80
1879,12458,9158,41,80
1880,14864,9158,19,80
1881,17246,9158,40,80
1882,17719,9158,84,80
1883,18360,9158,23,80
1884,21471,9158,21,80
1885,21536,9158,41,80
1886,22395,9158,32,80
1887,25031,9158,8,80
1888,28189,9158,84,80
1889,30658,9158,41,80
1890,91,26177,59,40
1891,30384,26177,60,40
1892,91,23827,59,18
1893,5374,23827,72,18
1894,7827,23827,41,18
1895,9492,23827,41,18
1896,13049,23827,32,18
1897,18443,23827,69,18
1898,24823,23827,84,18
1899,29992,23827,41,18
1900,91,2375,59,32
1901,535,2375,70,32
1902,2768,2375,41,32
1903,3170,2375,41,32
1904,4636,2375,40,32
1905,8548,2375,41,32
1906,9433,2375,41,32
1907,9631,2375,84,32
1908,9705,2375,39,32
1909,10368,2375,54,32
1910,12750,2375,67,32
1911,15054,2375,35,32
1912,16120,2375,41,32
1913,20636,2375,41,32
1914,21009,2375,54,32
1915,21188,2375,62,32
1916,29478,2375,41,32
1917,29491,2375,42,32
1918,91,15007,59,68
1919,24560,15007,59,68
1920,91,9802,59,42
1921,1431,9802,72,42
1922,6592,9802,42,42
1923,8557,9802,53,42
1924,8579,9802,46,42
1925,13669,9802,41,42
1926,13838,9802,14,42
1927,15225,9802,62,42
1928,18189,9802,40,42
1929,18459,9802,61,42
1930,19035,9802,40,42
1931,20510,9802,59,42
1932,20670,9802,35,42
1933,22681,9802,41,42
1934,23894,9802,42,42
1935,23927,9802,59,42
1936,23963,9802,40,42
1937,25341,9802,41,42
1938,25858,9802,18,42
1939,26733,9802,41,42
1940,28240,9802,8,42
1941,29356,9802,84,42
1942,30086,9802,41,42
1943,91,19023,59,18
1944,525,19023,43,18
1945,3140,19023,17,18
1946,5299,19023,70,18
1947,6467,19023,46,18
1948,6590,19023,56,18
1949,11109,19023,84,18
1950,12208,19023,59,18
1951,14084,19023,59,18
1952,14341,19023,84,18
1953,17331,19023,29,18
1954,18594,19023,41,18
1955,20350,19023,51,18
1956,22417,19023,71,18
1957,23185,19023,40,18
1958,24121,19023,67,18
1959,26145,19023,59,18
1960,28440,19023,0,18
1961,30292,19023,84,18
1962,30596,19023,41,18
1963,31973,19023,34,18
1964,92,25066,26,54
1965,4349,25066,53,54
1966,12378,25066,18,54
1967,93,11775,59,59
1968,10022,11775,41,59
1969,16112,11775,38,59
1970,21053,11775,46,59
1971,21392,11775,72,59
1972,27004,11775,59,59
1973,95,9178,41,40
1974,7489,9178,40,40
1975,19334,9178,27,40
1976,27917,9178,39,40
1977,96,11902,59,41
1978,97,33225,49,84
1979,242,33225,23,84
1980,288,33225,1,84
1981,295,33225,32,84
1982,493,33225,71,84
1983,530,33225,84,84
1984,739,33225,43,84
1985,868,33225,41,84
1986,1152,33225,59,84
1987,1366,33225,35,84
1988,1463,33225,46,84
1989,2134,33225,41,84
1990,2415,33225,54,84
1991,2620,33225,84,84
1992,2626,33225,84,84
1993,2952,33225,60,84
1994,3045,33225,41,84
1995,3140,33225,17,84
1996,3201,33225,0,84
1997,3602,33225,64,84
1998,3990,33225,41,84
1999,4240,33225,0,84
2000,4440,33225,39,84
2001,4470,33225,59,84
2002,4506,33225,41,84
2003,4668,33225,84,84
2004,4731,33225,46,84
2005,5047,33225,41,84
2006,5052,33225,23,84
2007,5070,33225,41,84
2008,5447,33225,40,84
2009,5545,33225,84,84
2010,5813,33225,84,84
2011,6295,33225,40,84
2012,6320,33225,41,84
2013,7019,33225,41,84
2014,7576,33225,41,84
2015,7819,33225,70,84
2016,7944,33225,37,84
2017,7978,33225,41,84
2018,8386,33225,41,84
2019,8810,33225,15,84
2020,9802,33225,42,84
2021,9848,33225,64,84
2022,9924,33225,41,84
2023,9966,33225,26,84
2024,10161,33225,32,84
2025,10215,33225,56,84
2026,10391,33225,16,84
2027,10517,33225,56,84
2028,11208,33225,70,84
2029,11357,33225,40,84
2030,11406,33225,41,84
2031,11532,33225,60,84
2032,11573,33225,20,84
2033,11758,33225,59,84
2034,11904,33225,8,84
2035,11948,33225,42,84
2036,12054,33225,9,84
2037,12145,33225,43,84
2038,12364,33225,39,84
2039,12369,33225,65,84
2040,12378,33225,18,84
2041,12506,33225,59,84
2042,12694,33225,41,84
2043,12900,33225,25,84
2044,13444,33225,43,84
2045,14640,33225,23,84
2046,15022,33225,18,84
2047,15364,33225,27,84
2048,15503,33225,23,84
2049,15756,33225,84,84
2050,15770,33225,41,84
2051,16199,33225,41,84
2052,16567,33225,32,84
2053,17265,33225,59,84
2054,17450,33225,64,84
2055,17872,33225,40,84
2056,18189,33225,40,84
2057,18627,33225,41,84
2058,18918,33225,84,84
2059,18930,33225,32,84
2060,19207,33225,84,84
2061,19623,33225,15,84
2062,19866,33225,41,84
2063,20000,33225,41,84
2064,20625,33225,32,84
2065,20938,33225,49,84
2066,21080,33225,20,84
2067,21231,33225,37,84
2068,21350,33225,62,84
2069,21735,33225,8,84
2070,21746,33225,9,84
2071,22016,33225,32,84
2072,22107,33225,21,84
2073,22171,33225,35,84
2074,22395,33225,32,84
2075,22681,33225,41,84
2076,22847,33225,41,84
2077,22908,33225,59,84
2078,23274,33225,41,84
2079,23510,33225,40,84
2080,23851,33225,68,84
2081,24069,33225,41,84
2082,24103,33225,53,84
